2023-01-02,1509000201,DURAPOX ESMALTE 950 BLANCO OPTICO 1711 1 GL,Chimbote,8,30.0,22.0,Egreso Factura,F001-0300,USR-13
2023-01-02,1510999903,DURAPOX ESMALTE 950-CATALIZADOR  1/4 GLS,Chimbote,8,721.0,713.0,Egreso Factura,F001-0300,USR-13
2023-01-03,1509000101,DURAPOX ESMALTE 950 BLANCO 1700 1 GLS,Chimbote,1,181.0,180.0,Egreso Factura,F001-0304,USR-13
2023-01-03,1509320301,DURAPOX ESMALTE 950 AMARILLO YE-4 1300 1 GL,Chimbote,1,21.0,20.0,Egreso Factura,F001-0304,USR-13
2023-01-03,1510999903,DURAPOX ESMALTE 950-CATALIZADOR  1/4 GLS,Chimbote,2,713.0,711.0,Egreso Factura,F001-0304,USR-13
2023-01-03,1922890001,JET BITUFLEX 70 PF NEGRO 1 GL,Chimbote,6,65.0,59.0,Egreso Factura,F001-0305,USR-13
2023-01-03,1923999901,JET BITUFLEX 70 PF CATALIZADOR . 1 GL,Chimbote,6,65.0,59.0,Egreso Factura,F001-0305,USR-13
2023-01-03,1615440101,ANTICORROSIVO DURAPOX R VERDE 1 GL,Chimbote,2,63.0,61.0,Egreso Factura,F001-0305,USR-13
2023-01-03,1616999903,ANTICORROSIVO DURAPOX R CATALIZADOR . 1/4 GL,Chimbote,2,138.0,136.0,Egreso Factura,F001-0305,USR-13
2023-01-03,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,1,135.0,134.0,Egreso Factura,F001-0306,USR-13
2023-01-04,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,2,134.0,132.0,Egreso Factura,F001-0307,USR-13
2023-01-04,1A06999901,JET ECOPOL . 1 GL,Chimbote,3,71.0,68.0,Egreso Factura,F001-0308,USR-13
2023-01-05,1509320301,DURAPOX ESMALTE 950 AMARILLO YE-4 1300 1 GL,Chimbote,3,20.0,17.0,Egreso Factura,F001-0309,USR-13
2023-01-05,1510999903,DURAPOX ESMALTE 950-CATALIZADOR  1/4 GLS,Chimbote,3,711.0,708.0,Egreso Factura,F001-0309,USR-13
2023-01-05,2223237501,OCEAN JET ANTIFOULING AZUL 2003 1 GL,Chimbote,9,26.0,17.0,Egreso Factura,F001-0309,USR-13
2023-01-05,1A07999901,JETPOXY AF 200 . 1 GL,Chimbote,3,76.0,73.0,Egreso Factura,F001-0309,USR-13
2023-01-05,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,12,132.0,120.0,Egreso Factura,F001-0310,USR-13
2023-01-05,1509000201,DURAPOX ESMALTE 950 BLANCO OPTICO 1711 1 GL,Chimbote,4,22.0,18.0,Egreso Factura,F001-0310,USR-13
2023-01-05,1509260101,DURAPOX ESMALTE 950 AZUL ELECTRICO 1 GL,Chimbote,1,63.0,62.0,Egreso Factura,F001-0310,USR-13
2023-01-05,1510999903,DURAPOX ESMALTE 950-CATALIZADOR  1/4 GLS,Chimbote,5,708.0,703.0,Egreso Factura,F001-0310,USR-13
2023-01-05,1765000101,JET 70 MP BLANCO 1700 1 GL,Chimbote,6,15.0,9.0,Egreso Factura,F001-0310,USR-13
2023-01-05,1766999901,JET 70 MP - CATALIZADOR . 1 GL,Chimbote,6,180.0,174.0,Egreso Factura,F001-0310,USR-13
2023-01-05,1624830101,JET 62 ZP ANTICORROSIVO GRIS 1 GL,Chimbote,6,94.0,88.0,Egreso Factura,F001-0310,USR-13
2023-01-05,1625999901,JET 62 ZP ANTICORROSIVO CATALIZADOR . 1 GL,Chimbote,6,181.0,175.0,Egreso Factura,F001-0310,USR-13
2023-01-05,1615440101,ANTICORROSIVO DURAPOX R VERDE 1 GL,Chimbote,2,61.0,59.0,Egreso Factura,F001-0311,USR-13
2023-01-05,1616999903,ANTICORROSIVO DURAPOX R CATALIZADOR . 1/4 GL,Chimbote,2,136.0,134.0,Egreso Factura,F001-0311,USR-13
2023-01-05,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,1,120.0,119.0,Egreso Factura,F001-0311,USR-13
2023-01-05,1769999902,FASTIMAS MASILLA - PARTE A . 1/2 GL,Chimbote,24,-73.0,-97.0,Egreso Factura,F001-0312,USR-13
2023-01-05,1770999902,FASTIMAS MASILLA - PARTE B . 1/2 GL,Chimbote,24,-190.0,-214.0,Egreso Factura,F001-0312,USR-13
2023-01-05,1615440101,ANTICORROSIVO DURAPOX R VERDE 1 GL,Chimbote,1,59.0,58.0,Egreso Factura,F001-0313,USR-13
2023-01-05,1616999903,ANTICORROSIVO DURAPOX R CATALIZADOR . 1/4 GL,Chimbote,1,134.0,133.0,Egreso Factura,F001-0313,USR-13
2023-01-05,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,1,119.0,118.0,Egreso Factura,F001-0314,USR-13
2023-01-06,1624170001,JET 62 ZP ANTICORROSIVO ROJO OXIDO 1 GL,Chimbote,1,87.0,86.0,Egreso Factura,F001-0315,USR-13
2023-01-06,1625999901,JET 62 ZP ANTICORROSIVO CATALIZADOR . 1 GL,Chimbote,1,175.0,174.0,Egreso Factura,F001-0315,USR-13
2023-01-06,1765000101,JET 70 MP BLANCO 1700 1 GL,Chimbote,2,9.0,7.0,Egreso Factura,F001-0315,USR-13
2023-01-06,1766999901,JET 70 MP - CATALIZADOR . 1 GL,Chimbote,2,174.0,172.0,Egreso Factura,F001-0315,USR-13
2023-01-06,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,2,118.0,116.0,Egreso Factura,F001-0315,USR-13
2023-01-06,1765891001,JET 70 MP NEGRO 1725 1 GL,Chimbote,4,8.0,4.0,Egreso Factura,F001-0316,USR-13
2023-01-06,1766999901,JET 70 MP - CATALIZADOR . 1 GL,Chimbote,4,172.0,168.0,Egreso Factura,F001-0316,USR-13
2023-01-06,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,4,116.0,112.0,Egreso Factura,F001-0316,USR-13
2023-01-06,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,12,112.0,100.0,Egreso Factura,F001-0317,USR-13
2023-01-06,1509000201,DURAPOX ESMALTE 950 BLANCO OPTICO 1711 1 GL,Chimbote,4,18.0,14.0,Egreso Factura,F001-0317,USR-13
2023-01-06,1509260101,DURAPOX ESMALTE 950 AZUL ELECTRICO 1 GL,Chimbote,1,62.0,61.0,Egreso Factura,F001-0317,USR-13
2023-01-06,1510999903,DURAPOX ESMALTE 950-CATALIZADOR  1/4 GLS,Chimbote,5,703.0,698.0,Egreso Factura,F001-0317,USR-13
2023-01-06,1765000101,JET 70 MP BLANCO 1700 1 GL,Chimbote,6,7.0,1.0,Egreso Factura,F001-0317,USR-13
2023-01-06,1766999901,JET 70 MP - CATALIZADOR . 1 GL,Chimbote,6,168.0,162.0,Egreso Factura,F001-0317,USR-13
2023-01-06,1624830101,JET 62 ZP ANTICORROSIVO GRIS 1 GL,Chimbote,6,88.0,82.0,Egreso Factura,F001-0317,USR-13
2023-01-06,1625999901,JET 62 ZP ANTICORROSIVO CATALIZADOR . 1 GL,Chimbote,6,174.0,168.0,Egreso Factura,F001-0317,USR-13
2023-01-06,4061999901,DETERJET 20 . 1 GL,Chimbote,1,9.0,8.0,Egreso Boleta,B001-0007,NONE
2023-01-09,1624830101,JET 62 ZP ANTICORROSIVO GRIS 1 GL,Chimbote,40,82.0,42.0,Egreso Factura,F001-0318,USR-13
2023-01-09,1625999901,JET 62 ZP ANTICORROSIVO CATALIZADOR . 1 GL,Chimbote,40,168.0,128.0,Egreso Factura,F001-0318,USR-13
2023-01-09,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,40,100.0,60.0,Egreso Factura,F001-0318,USR-13
2023-01-10,1509000201,DURAPOX ESMALTE 950 BLANCO OPTICO 1711 1 GL,Chimbote,1,14.0,13.0,Egreso Factura,F001-0319,USR-13
2023-01-10,1510999903,DURAPOX ESMALTE 950-CATALIZADOR  1/4 GLS,Chimbote,1,698.0,697.0,Egreso Factura,F001-0319,USR-13
2023-01-10,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,1,60.0,59.0,Egreso Factura,F001-0319,USR-13
2023-01-10,1615440101,ANTICORROSIVO DURAPOX R VERDE 1 GL,Chimbote,1,58.0,57.0,Egreso Factura,F001-0320,USR-13
2023-01-10,1616999903,ANTICORROSIVO DURAPOX R CATALIZADOR . 1/4 GL,Chimbote,1,133.0,132.0,Egreso Factura,F001-0320,USR-13
2023-01-10,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,1,59.0,58.0,Egreso Factura,F001-0320,USR-13
2023-01-11,1509260101,DURAPOX ESMALTE 950 AZUL ELECTRICO 1 GL,Chimbote,2,61.0,59.0,Egreso Factura,F001-0321,USR-13
2023-01-11,1510999903,DURAPOX ESMALTE 950-CATALIZADOR  1/4 GLS,Chimbote,2,697.0,695.0,Egreso Factura,F001-0321,USR-13
2023-01-11,1765891001,JET 70 MP NEGRO 1725 1 GL,Chimbote,4,4.0,0.0,Egreso Factura,F001-0323,USR-13
2023-01-11,1766999901,JET 70 MP - CATALIZADOR . 1 GL,Chimbote,4,162.0,158.0,Egreso Factura,F001-0323,USR-13
2023-01-12,1625999901,JET 62 ZP ANTICORROSIVO CATALIZADOR . 1 GL,Chimbote,5,128.0,123.0,Egreso Factura,F001-0324,USR-13
2023-01-12,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,3,58.0,55.0,Egreso Factura,F001-0324,USR-13
2023-01-12,1624170001,JET 62 ZP ANTICORROSIVO ROJO OXIDO 1 GL,Chimbote,5,86.0,81.0,Egreso Factura,F001-0324,USR-13
2023-01-12,1509232601,DURAPOX ESMALTE 950 AZUL NAVAL 1520 1 GLS,Chimbote,2,124.0,122.0,Egreso Factura,F001-0325,USR-13
2023-01-12,1510999903,DURAPOX ESMALTE 950-CATALIZADOR  1/4 GLS,Chimbote,2,695.0,693.0,Egreso Factura,F001-0325,USR-13
2023-01-12,1615170101,ANTICORROSIVO DURAPOX R ROJO OXIDO 1185 1 GL,Chimbote,1,75.0,74.0,Egreso Factura,F001-0325,USR-13
2023-01-12,1616999903,ANTICORROSIVO DURAPOX R CATALIZADOR . 1/4 GL,Chimbote,1,132.0,131.0,Egreso Factura,F001-0325,USR-13
2023-01-12,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,1,55.0,54.0,Egreso Factura,F001-0325,USR-13
2023-01-12,2235130101,PACIFIC JET ANTIFOULING ROJO 1033 1 GL,Chimbote,8,110.0,102.0,Egreso Factura,F001-0326,USR-13
2023-01-13,1765832901,JET 70 MP GRIS NIEBLA 1680 1 GL,Chimbote,3,87.0,84.0,Egreso Factura,F001-0327,USR-13
2023-01-13,1766999901,JET 70 MP - CATALIZADOR . 1 GL,Chimbote,3,158.0,155.0,Egreso Factura,F001-0327,USR-13
2023-01-13,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,2,54.0,52.0,Egreso Factura,F001-0327,USR-13
2023-01-14,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,20,52.0,32.0,Egreso Factura,F001-0328,USR-13
2023-01-14,1615440101,ANTICORROSIVO DURAPOX R VERDE 1 GL,Chimbote,3,57.0,54.0,Egreso Factura,F001-0329,USR-13
2023-01-14,1616999903,ANTICORROSIVO DURAPOX R CATALIZADOR . 1/4 GL,Chimbote,3,131.0,128.0,Egreso Factura,F001-0329,USR-13
2023-01-14,1624830101,JET 62 ZP ANTICORROSIVO GRIS 1 GL,Chimbote,2,42.0,40.0,Egreso Factura,F001-0331,USR-13
2023-01-14,1625999901,JET 62 ZP ANTICORROSIVO CATALIZADOR . 1 GL,Chimbote,2,123.0,121.0,Egreso Factura,F001-0331,USR-13
2023-01-14,1A01999901,JET ECOPOXY 90 . 1 GL,Chimbote,1,32.0,31.0,Egreso Factura,F001-0331,USR-13
2023-01-17,1509420301,DURAPOX ESMALTE 950 VERDE CLARO 1460 1 GLS,Chimbote,2,11.0,9.0,Egreso Factura,F001-0332,USR-13
2023-01-17,1510999903,DURAPOX ESMALTE 950 - CATALIZADOR  1/4 GLS,Chimbote,2,693.0,691.0,Egreso Factura,F001-0332,USR-13
2023-01-17,1922890001,JET BITUFLEX 70 PF NEGRO 1 GL,Chimbote,1,59.0,58.0,Egreso Factura,F001-0333,USR-13
